timestamp,item_id,item_name,item_type,parent_id,quantity,lead_time,cost,supplier,inventory,min_stock,assembly_time
2024-03-11 07:45:00,MT272,High-Precision Motor,component,WS002,4,13,51002,MotorWorks,17,8,11
2024-03-20 15:00:00,SN273,Position Sensor,component,WS002,2,9,19626,SensorTech,31,12,6
2023-08-21 14:30:00,CP274,Industrial Computer,component,CS003,1,18,102380,CompTech,6,2,3
2024-03-23 10:00:00,SW275,Control Software Package,component,CS003,1,5,484704,SoftwareSolutions,11,5,1
2024-04-27 09:15:00,LM276,Advanced Lithography Machine,final_product,,1,166,15332756,OurCompany,4,2,0
2023-12-14 14:30:00,OS277,Optical System,subsystem,LM000,1,84,4927647,OpticsCorp,3,1,51
2023-10-24 11:45:00,WS278,Wafer Stage,subsystem,LM000,1,55,2072265,MotionTech,3,2,39
2024-03-25 08:00:00,CS279,Control System,subsystem,LM000,1,49,996205,ControlSolutions,4,1,22
2024-06-06 16:20:00,FR280,Frame,component,LM000,1,29,518919,StructureCo,8,2,11
2023-10-19 10:00:00,LN281,Lens Assembly,component,OS001,1,41,954322,PrecisionOptics,1,1,24
2023-11-17 13:15:00,LS282,Light Source,component,OS001,1,29,489829,LaserTech,5,1,7
2023-09-24 09:30:00,MR283,Mirror Set,component,OS001,1,19,192310,ReflectCo,10,3,15
2023-12-01 07:45:00,MT284,High-Precision Motor,component,WS002,3,15,50264,MotorWorks,17,7,12
2024-06-18 15:00:00,SN285,Position Sensor,component,WS002,1,9,19745,SensorTech,25,11,5
2024-06-04 14:30:00,CP286,Industrial Computer,component,CS003,1,20,102950,CompTech,10,3,4
2023-08-07 10:00:00,SW287,Control Software Package,component,CS003,1,5,479743,SoftwareSolutions,9,5,2
2023-08-15 09:15:00,LM288,Advanced Lithography Machine,final_product,,1,165,14497291,OurCompany,6,2,0
2023-09-29 14:30:00,OS289,Optical System,subsystem,LM000,1,84,4978033,OpticsCorp,2,1,46
2024-05-23 11:45:00,WS290,Wafer Stage,subsystem,LM000,1,60,1966147,MotionTech,4,1,33
2024-05-22 08:00:00,CS291,Control System,subsystem,LM000,1,46,956059,ControlSolutions,5,1,24
2024-05-15 16:20:00,FR292,Frame,component,LM000,1,31,511259,StructureCo,8,3,12
2023-12-18 10:00:00,LN293,Lens Assembly,component,OS001,1,40,961355,PrecisionOptics,2,1,25
2024-01-23 13:15:00,LS294,Light Source,component,OS001,1,28,506914,LaserTech,5,2,7
2023-10-14 09:30:00,MR295,Mirror Set,component,OS001,1,20,201888,ReflectCo,7,3,16
2023-07-30 07:45:00,MT296,High-Precision Motor,component,WS002,3,16,49380,MotorWorks,21,7,12
2023-08-12 15:00:00,SN297,Position Sensor,component,WS002,1,9,19965,SensorTech,35,11,6
2023-09-18 14:30:00,CP298,Industrial Computer,component,CS003,1,21,103651,CompTech,7,3,4
2023-08-08 10:00:00,SW299,Control Software Package,component,CS003,1,4,498065,SoftwareSolutions,8,5,2
2024-02-12 09:15:00,LM300,Advanced Lithography Machine,final_product,,1,191,14624277,OurCompany,5,2,0
2024-02-20 14:30:00,OS301,Optical System,subsystem,LM000,1,83,5071649,OpticsCorp,2,1,49
2024-06-14 11:45:00,WS302,Wafer Stage,subsystem,LM000,1,61,2086125,MotionTech,2,2,36
2023-12-05 08:00:00,CS303,Control System,subsystem,LM000,1,44,997855,ControlSolutions,3,1,24
2024-04-07 16:20:00,FR304,Frame,component,LM000,1,29,508534,StructureCo,10,2,12
2024-02-01 10:00:00,LN305,Lens Assembly,component,OS001,1,45,995550,PrecisionOptics,2,1,22
2024-05-18 13:15:00,LS306,Light Source,component,OS001,1,31,482268,LaserTech,3,2,8
2024-04-18 09:30:00,MR307,Mirror Set,component,OS001,2,20,195641,ReflectCo,7,3,14
2023-08-05 07:45:00,MT308,High-Precision Motor,component,WS002,3,16,49355,MotorWorks,24,7,10
2023-07-30 15:00:00,SN309,Position Sensor,component,WS002,1,10,19940,SensorTech,31,12,6
2024-03-29 14:30:00,CP310,Industrial Computer,component,CS003,1,18,104638,CompTech,9,2,3
2024-07-13 10:00:00,SW311,Control Software Package,component,CS003,1,5,509072,SoftwareSolutions,10,4,2
2023-09-02 09:15:00,LM312,Advanced Lithography Machine,final_product,,1,190,14673123,OurCompany,5,2,0
2024-03-29 14:30:00,OS313,Optical System,subsystem,LM000,1,83,5031125,OpticsCorp,3,1,49
2023-08-06 11:45:00,WS314,Wafer Stage,subsystem,LM000,1,59,2085184,MotionTech,2,2,37
2024-03-06 08:00:00,CS315,Control System,subsystem,LM000,1,49,996703,ControlSolutions,4,1,23
2023-09-09 16:20:00,FR316,Frame,component,LM000,1,29,522506,StructureCo,10,2,12
2023-10-11 10:00:00,LN317,Lens Assembly,component,OS001,1,45,1037467,PrecisionOptics,2,1,23
2024-03-30 13:15:00,LS318,Light Source,component,OS001,1,29,508923,LaserTech,4,1,7
2024-02-04 09:30:00,MR319,Mirror Set,component,OS001,1,21,191267,ReflectCo,7,4,16
2024-03-20 07:45:00,MT320,High-Precision Motor,component,WS002,4,13,50923,MotorWorks,25,8,12
2024-05-18 15:00:00,SN321,Position Sensor,component,WS002,2,9,20364,SensorTech,36,11,5
2023-10-05 14:30:00,CP322,Industrial Computer,component,CS003,1,20,97989,CompTech,7,2,4
2023-10-28 10:00:00,SW323,Control Software Package,component,CS003,1,4,480424,SoftwareSolutions,9,5,1
2024-06-22 09:15:00,LM324,Advanced Lithography Machine,final_product,,1,196,14990257,OurCompany,4,1,0
2023-10-31 14:30:00,OS325,Optical System,subsystem,LM000,1,85,5085178,OpticsCorp,2,1,45
2023-09-05 11:45:00,WS326,Wafer Stage,subsystem,LM000,1,54,2043305,MotionTech,2,1,37
2023-10-02 08:00:00,CS327,Control System,subsystem,LM000,1,47,975979,ControlSolutions,6,2,25
2024-02-04 16:20:00,FR328,Frame,component,LM000,1,31,517348,StructureCo,6,3,11
2024-06-18 10:00:00,LN329,Lens Assembly,component,OS001,1,43,956151,PrecisionOptics,2,1,24
2023-10-03 13:15:00,LS330,Light Source,component,OS001,1,31,505681,LaserTech,5,1,7
2023-10-10 09:30:00,MR331,Mirror Set,component,OS001,1,18,199921,ReflectCo,12,3,16
2023-10-27 07:45:00,MT332,High-Precision Motor,component,WS002,3,13,51141,MotorWorks,19,7,12
2023-08-23 15:00:00,SN333,Position Sensor,component,WS002,2,10,19309,SensorTech,36,11,6
2024-06-15 14:30:00,CP334,Industrial Computer,component,CS003,1,21,100838,CompTech,7,2,3
2023-10-07 10:00:00,SW335,Control Software Package,component,CS003,1,5,519404,SoftwareSolutions,8,5,2
2024-02-26 09:15:00,LM336,Advanced Lithography Machine,final_product,,1,185,14662168,OurCompany,3,1,0
2024-05-15 14:30:00,OS337,Optical System,subsystem,LM000,1,89,4902487,OpticsCorp,2,1,52
2023-09-15 11:45:00,WS338,Wafer Stage,subsystem,LM000,1,60,2050413,MotionTech,5,2,39
2023-09-30 08:00:00,CS339,Control System,subsystem,LM000,1,40,970580,ControlSolutions,4,1,21
2023-09-22 16:20:00,FR340,Frame,component,LM000,1,27,511538,StructureCo,6,3,11
2023-08-13 10:00:00,LN341,Lens Assembly,component,OS001,1,48,993735,PrecisionOptics,2,1,24
2024-02-12 13:15:00,LS342,Light Source,component,OS001,1,32,502982,LaserTech,5,1,7
2024-03-13 09:30:00,MR343,Mirror Set,component,OS001,1,21,192785,ReflectCo,8,3,17
2024-02-02 07:45:00,MT344,High-Precision Motor,component,WS002,3,15,48014,MotorWorks,15,8,12
2024-01-19 15:00:00,SN345,Position Sensor,component,WS002,2,9,20128,SensorTech,31,11,6
2024-05-13 14:30:00,CP346,Industrial Computer,component,CS003,1,21,95564,CompTech,8,2,4
2024-07-24 10:00:00,SW347,Control Software Package,component,CS003,1,5,486863,SoftwareSolutions,8,5,2
2024-06-12 09:15:00,LM348,Advanced Lithography Machine,final_product,,1,183,15154446,OurCompany,4,1,0
2023-07-29 14:30:00,OS349,Optical System,subsystem,LM000,1,82,4905049,OpticsCorp,2,1,45
2024-06-27 11:45:00,WS350,Wafer Stage,subsystem,LM000,1,61,2032035,MotionTech,3,1,38
2023-11-22 08:00:00,CS351,Control System,subsystem,LM000,1,44,1048297,ControlSolutions,3,2,23
2023-12-16 16:20:00,FR352,Frame,component,LM000,1,32,495916,StructureCo,9,3,11
2023-12-21 10:00:00,LN353,Lens Assembly,component,OS001,1,46,972016,PrecisionOptics,1,1,26
2023-11-05 13:15:00,LS354,Light Source,component,OS001,1,32,506731,LaserTech,5,2,8
2024-06-13 09:30:00,MR355,Mirror Set,component,OS001,1,21,208723,ReflectCo,7,3,17
2023-11-01 07:45:00,MT356,High-Precision Motor,component,WS002,4,14,49563,MotorWorks,18,7,12
2023-10-21 15:00:00,SN357,Position Sensor,component,WS002,1,10,19345,SensorTech,35,12,6
2024-06-03 14:30:00,CP358,Industrial Computer,component,CS003,1,19,98725,CompTech,7,3,3
2024-03-14 10:00:00,SW359,Control Software Package,component,CS003,1,4,500636,SoftwareSolutions,10,5,2
2024-01-31 09:15:00,LM360,Advanced Lithography Machine,final_product,,1,186,15611739,OurCompany,6,2,0
2023-11-30 14:30:00,OS361,Optical System,subsystem,LM000,1,96,4994524,OpticsCorp,3,1,48
2024-01-09 11:45:00,WS362,Wafer Stage,subsystem,LM000,1,60,1973460,MotionTech,2,1,34
2024-01-30 08:00:00,CS363,Control System,subsystem,LM000,1,47,968588,ControlSolutions,4,2,23
2023-10-20 16:20:00,FR364,Frame,component,LM000,1,29,477805,StructureCo,8,2,12
2023-08-10 10:00:00,LN365,Lens Assembly,component,OS001,1,48,1037336,PrecisionOptics,2,1,22
2024-01-02 13:15:00,LS366,Light Source,component,OS001,1,29,506324,LaserTech,5,2,7
2023-10-17 09:30:00,MR367,Mirror Set,component,OS001,1,21,192759,ReflectCo,10,4,17
2024-07-19 07:45:00,MT368,High-Precision Motor,component,WS002,3,15,50783,MotorWorks,21,8,12
2024-04-04 15:00:00,SN369,Position Sensor,component,WS002,2,9,20204,SensorTech,21,12,5
2023-12-17 14:30:00,CP370,Industrial Computer,component,CS003,1,18,97668,CompTech,9,3,4
2023-09-13 10:00:00,SW371,Control Software Package,component,CS003,1,4,476710,SoftwareSolutions,7,4,1
2024-07-20 09:15:00,LM372,Advanced Lithography Machine,final_product,,1,184,15455619,OurCompany,5,1,0
2024-06-25 14:30:00,OS373,Optical System,subsystem,LM000,1,85,5086950,OpticsCorp,2,1,48
2024-04-30 11:45:00,WS374,Wafer Stage,subsystem,LM000,1,57,1900348,MotionTech,3,2,37
2023-10-28 08:00:00,CS375,Control System,subsystem,LM000,1,49,1041469,ControlSolutions,6,2,22
2024-06-25 16:20:00,FR376,Frame,component,LM000,1,28,483406,StructureCo,8,2,11
2023-08-14 10:00:00,LN377,Lens Assembly,component,OS001,1,44,955906,PrecisionOptics,2,1,25
2023-12-24 13:15:00,LS378,Light Source,component,OS001,1,30,479399,LaserTech,5,2,8
2023-12-22 09:30:00,MR379,Mirror Set,component,OS001,1,19,204554,ReflectCo,9,3,16
2024-02-27 07:45:00,MT380,High-Precision Motor,component,WS002,3,15,51454,MotorWorks,24,7,11
2024-04-05 15:00:00,SN381,Position Sensor,component,WS002,2,10,20940,SensorTech,30,11,6
2024-04-15 14:30:00,CP382,Industrial Computer,component,CS003,1,18,101642,CompTech,7,3,4
2024-01-07 10:00:00,SW383,Control Software Package,component,CS003,1,5,477636,SoftwareSolutions,11,4,1
2023-10-05 09:15:00,LM384,Advanced Lithography Machine,final_product,,1,197,15412984,OurCompany,4,1,0
2024-04-26 14:30:00,OS385,Optical System,subsystem,LM000,1,89,5170854,OpticsCorp,2,1,51
2023-12-11 11:45:00,WS386,Wafer Stage,subsystem,LM000,1,54,1960429,MotionTech,3,1,39
2023-11-01 08:00:00,CS387,Control System,subsystem,LM000,1,46,1009017,ControlSolutions,5,1,22
2024-07-17 16:20:00,FR388,Frame,component,LM000,1,30,479961,StructureCo,7,2,13
2023-12-28 10:00:00,LN389,Lens Assembly,component,OS001,1,48,950482,PrecisionOptics,2,1,24
2023-11-14 13:15:00,LS390,Light Source,component,OS001,1,29,514304,LaserTech,6,1,8
2024-04-01 09:30:00,MR391,Mirror Set,component,OS001,1,18,209335,ReflectCo,7,3,15
2023-10-29 07:45:00,MT392,High-Precision Motor,component,WS002,4,15,49368,MotorWorks,18,8,12
2024-06-15 15:00:00,SN393,Position Sensor,component,WS002,2,10,19809,SensorTech,26,12,6
2023-11-27 14:30:00,CP394,Industrial Computer,component,CS003,1,18,96035,CompTech,7,2,3
2023-10-18 10:00:00,SW395,Control Software Package,component,CS003,1,5,522485,SoftwareSolutions,7,4,1
2023-08-07 09:15:00,LM396,Advanced Lithography Machine,final_product,,1,179,14851171,OurCompany,3,2,0
2023-09-06 14:30:00,OS397,Optical System,subsystem,LM000,1,97,5052114,OpticsCorp,3,1,50
2023-10-04 11:45:00,WS398,Wafer Stage,subsystem,LM000,1,55,1970607,MotionTech,4,1,37
2024-04-29 08:00:00,CS399,Control System,subsystem,LM000,1,47,1042596,ControlSolutions,3,1,24
2024-01-05 16:20:00,FR400,Frame,component,LM000,1,29,521222,StructureCo,7,2,12
2023-08-24 10:00:00,LN401,Lens Assembly,component,OS001,1,47,952046,PrecisionOptics,2,1,23
2023-11-01 13:15:00,LS402,Light Source,component,OS001,1,27,481021,LaserTech,5,1,8
2024-01-12 09:30:00,MR403,Mirror Set,component,OS001,1,20,195436,ReflectCo,8,4,17
2024-07-15 07:45:00,MT404,High-Precision Motor,component,WS002,3,16,51504,MotorWorks,15,7,12
2024-04-29 15:00:00,SN405,Position Sensor,component,WS002,1,9,19408,SensorTech,26,11,5
2023-09-05 14:30:00,CP406,Industrial Computer,component,CS003,1,21,98126,CompTech,7,3,4
2023-09-30 10:00:00,SW407,Control Software Package,component,CS003,1,4,477107,SoftwareSolutions,12,5,2
2024-05-26 09:15:00,LM408,Advanced Lithography Machine,final_product,,1,167,14856986,OurCompany,6,2,0
2024-03-22 14:30:00,OS409,Optical System,subsystem,LM000,1,92,5073400,OpticsCorp,3,1,48
2024-01-03 11:45:00,WS410,Wafer Stage,subsystem,LM000,1,62,1916512,MotionTech,4,1,35
2023-09-28 08:00:00,CS411,Control System,subsystem,LM000,1,45,1015924,ControlSolutions,5,1,22
2024-05-24 16:20:00,FR412,Frame,component,LM000,1,27,502794,StructureCo,7,3,11
2024-06-24 10:00:00,LN413,Lens Assembly,component,OS001,1,42,1046205,PrecisionOptics,2,1,21
2024-04-06 13:15:00,LS414,Light Source,component,OS001,1,30,480033,LaserTech,6,2,8
2023-08-14 09:30:00,MR415,Mirror Set,component,OS001,1,18,204069,ReflectCo,10,4,15
2023-09-06 07:45:00,MT416,High-Precision Motor,component,WS002,4,13,51494,MotorWorks,23,7,11
2024-05-08 15:00:00,SN417,Position Sensor,component,WS002,1,9,19923,SensorTech,24,12,6
2023-10-28 14:30:00,CP418,Industrial Computer,component,CS003,1,21,95599,CompTech,8,2,4
2024-02-05 10:00:00,SW419,Control Software Package,component,CS003,1,5,522654,SoftwareSolutions,9,5,2
2024-02-11 09:15:00,LM420,Advanced Lithography Machine,final_product,,1,186,14698365,OurCompany,6,2,0
2023-09-26 14:30:00,OS421,Optical System,subsystem,LM000,1,88,4951092,OpticsCorp,3,1,46
2024-01-14 11:45:00,WS422,Wafer Stage,subsystem,LM000,1,57,1964090,MotionTech,3,1,35
2023-10-15 08:00:00,CS423,Control System,subsystem,LM000,1,43,995853,ControlSolutions,5,1,24
2024-05-18 16:20:00,FR424,Frame,component,LM000,1,30,488172,StructureCo,9,2,13
2023-09-10 10:00:00,LN425,Lens Assembly,component,OS001,1,48,1032913,PrecisionOptics,2,1,25
2024-03-17 13:15:00,LS426,Light Source,component,OS001,1,31,510823,LaserTech,6,2,7
2024-01-03 09:30:00,MR427,Mirror Set,component,OS001,2,20,201556,ReflectCo,9,3,16
2023-09-16 07:45:00,MT428,High-Precision Motor,component,WS002,3,15,47958,MotorWorks,20,8,12
2024-01-07 15:00:00,SN429,Position Sensor,component,WS002,2,10,19327,SensorTech,28,12,6
2024-04-23 14:30:00,CP430,Industrial Computer,component,CS003,1,20,97906,CompTech,7,2,3
2024-05-18 10:00:00,SW431,Control Software Package,component,CS003,1,4,503238,SoftwareSolutions,10,5,2
2023-08-17 09:15:00,LM432,Advanced Lithography Machine,final_product,,1,189,15504125,OurCompany,4,2,0
2024-02-07 14:30:00,OS433,Optical System,subsystem,LM000,1,92,5073806,OpticsCorp,3,1,51
2024-05-10 11:45:00,WS434,Wafer Stage,subsystem,LM000,1,57,1973708,MotionTech,4,2,35
2023-09-25 08:00:00,CS435,Control System,subsystem,LM000,1,44,1018696,ControlSolutions,6,2,24
2024-06-02 16:20:00,FR436,Frame,component,LM000,1,28,502869,StructureCo,9,3,11
2024-01-15 10:00:00,LN437,Lens Assembly,component,OS001,1,42,1004327,PrecisionOptics,2,1,23
2023-10-16 13:15:00,LS438,Light Source,component,OS001,1,29,486266,LaserTech,4,1,8
2024-02-20 09:30:00,MR439,Mirror Set,component,OS001,1,19,199395,ReflectCo,9,3,14
2024-07-19 07:45:00,MT440,High-Precision Motor,component,WS002,3,16,48943,MotorWorks,19,7,12
2024-01-30 15:00:00,SN441,Position Sensor,component,WS002,2,9,19905,SensorTech,31,11,6
2024-02-16 14:30:00,CP442,Industrial Computer,component,CS003,1,21,102514,CompTech,7,2,4
2024-01-24 10:00:00,SW443,Control Software Package,component,CS003,1,5,509989,SoftwareSolutions,11,5,1
2024-05-21 09:15:00,LM444,Advanced Lithography Machine,final_product,,1,162,14715625,OurCompany,3,1,0
2024-03-05 14:30:00,OS445,Optical System,subsystem,LM000,1,95,5211685,OpticsCorp,2,1,49
2023-12-22 11:45:00,WS446,Wafer Stage,subsystem,LM000,1,62,2001043,MotionTech,4,1,35
2024-02-16 08:00:00,CS447,Control System,subsystem,LM000,1,42,981574,ControlSolutions,3,2,25
2024-05-25 16:20:00,FR448,Frame,component,LM000,1,28,483998,StructureCo,6,3,13
2023-12-24 10:00:00,LN449,Lens Assembly,component,OS001,1,42,1004430,PrecisionOptics,1,1,25
2024-02-13 13:15:00,LS450,Light Source,component,OS001,1,27,524464,LaserTech,3,2,8
2024-05-14 09:30:00,MR451,Mirror Set,component,OS001,1,18,207756,ReflectCo,9,3,16
2024-03-10 07:45:00,MT452,High-Precision Motor,component,WS002,3,15,51339,MotorWorks,20,8,11
2023-09-18 15:00:00,SN453,Position Sensor,component,WS002,2,10,19073,SensorTech,32,12,6
2023-11-30 14:30:00,CP454,Industrial Computer,component,CS003,1,18,96339,CompTech,7,3,4
2024-04-25 10:00:00,SW455,Control Software Package,component,CS003,1,4,487705,SoftwareSolutions,8,5,2
2023-08-22 09:15:00,LM456,Advanced Lithography Machine,final_product,,1,169,14448184,OurCompany,5,1,0
2024-04-27 14:30:00,OS457,Optical System,subsystem,LM000,1,86,4842296,OpticsCorp,3,1,49
2023-09-06 11:45:00,WS458,Wafer Stage,subsystem,LM000,1,56,2093743,MotionTech,3,2,32
2024-02-13 08:00:00,CS459,Control System,subsystem,LM000,1,44,1048251,ControlSolutions,3,1,22
2023-07-25 16:20:00,FR460,Frame,component,LM000,1,31,492072,StructureCo,6,2,12
2023-08-04 10:00:00,LN461,Lens Assembly,component,OS001,1,45,1039651,PrecisionOptics,2,1,24
2023-12-01 13:15:00,LS462,Light Source,component,OS001,1,30,518815,LaserTech,3,1,8
2024-04-01 09:30:00,MR463,Mirror Set,component,OS001,2,18,194859,ReflectCo,9,3,17
2023-12-13 07:45:00,MT464,High-Precision Motor,component,WS002,4,15,51569,MotorWorks,21,7,11
2024-06-14 15:00:00,SN465,Position Sensor,component,WS002,2,10,19618,SensorTech,26,12,5
2024-03-09 14:30:00,CP466,Industrial Computer,component,CS003,1,20,103761,CompTech,7,3,4
2023-10-12 10:00:00,SW467,Control Software Package,component,CS003,1,4,489390,SoftwareSolutions,12,5,2
2024-07-27 09:15:00,LM468,Advanced Lithography Machine,final_product,,1,177,14266541,OurCompany,5,2,0
2024-05-20 14:30:00,OS469,Optical System,subsystem,LM000,1,94,4770117,OpticsCorp,2,1,44
2023-09-27 11:45:00,WS470,Wafer Stage,subsystem,LM000,1,58,1934364,MotionTech,4,2,34
2024-01-13 08:00:00,CS471,Control System,subsystem,LM000,1,46,1004252,ControlSolutions,4,2,22
2024-04-25 16:20:00,FR472,Frame,component,LM000,1,28,502982,StructureCo,6,3,11
2024-07-05 10:00:00,LN473,Lens Assembly,component,OS001,1,42,1018030,PrecisionOptics,1,1,22
2024-04-21 13:15:00,LS474,Light Source,component,OS001,1,31,485804,LaserTech,4,1,8
2024-05-25 09:30:00,MR475,Mirror Set,component,OS001,2,21,192744,ReflectCo,8,4,15
2023-12-24 07:45:00,MT476,High-Precision Motor,component,WS002,4,13,50077,MotorWorks,17,8,12
2023-09-11 15:00:00,SN477,Position Sensor,component,WS002,1,10,19622,SensorTech,31,11,5
2024-06-08 14:30:00,CP478,Industrial Computer,component,CS003,1,19,99077,CompTech,6,2,3
2024-01-03 10:00:00,SW479,Control Software Package,component,CS003,1,4,477879,SoftwareSolutions,12,5,2
2023-08-05 09:15:00,LM480,Advanced Lithography Machine,final_product,,1,192,14510398,OurCompany,4,1,0
2023-09-01 14:30:00,OS481,Optical System,subsystem,LM000,1,98,4785193,OpticsCorp,3,1,43
2024-04-24 11:45:00,WS482,Wafer Stage,subsystem,LM000,1,55,1937902,MotionTech,3,2,33
2024-03-27 08:00:00,CS483,Control System,subsystem,LM000,1,47,1027804,ControlSolutions,5,2,22
2024-02-15 16:20:00,FR484,Frame,component,LM000,1,29,513781,StructureCo,8,3,12
2024-01-10 10:00:00,LN485,Lens Assembly,component,OS001,1,43,1044778,PrecisionOptics,2,1,22
2023-09-05 13:15:00,LS486,Light Source,component,OS001,1,32,475781,LaserTech,5,1,7
2024-05-06 09:30:00,MR487,Mirror Set,component,OS001,1,21,201650,ReflectCo,9,3,17
2024-02-21 07:45:00,MT488,High-Precision Motor,component,WS002,3,16,51420,MotorWorks,25,8,11
2023-12-08 15:00:00,SN489,Position Sensor,component,WS002,2,9,20407,SensorTech,26,12,5
2023-10-15 14:30:00,CP490,Industrial Computer,component,CS003,1,18,104904,CompTech,9,2,3
2023-12-15 10:00:00,SW491,Control Software Package,component,CS003,1,5,491341,SoftwareSolutions,7,5,2
2023-12-10 09:15:00,LM492,Advanced Lithography Machine,final_product,,1,162,14463113,OurCompany,4,1,0
2023-11-20 14:30:00,OS493,Optical System,subsystem,LM000,1,89,5155784,OpticsCorp,2,1,44
2023-08-23 11:45:00,WS494,Wafer Stage,subsystem,LM000,1,59,2096437,MotionTech,3,1,33
2024-01-05 08:00:00,CS495,Control System,subsystem,LM000,1,42,952714,ControlSolutions,3,1,22
2024-05-08 16:20:00,FR496,Frame,component,LM000,1,32,508623,StructureCo,5,2,11
2024-02-21 10:00:00,LN497,Lens Assembly,component,OS001,1,41,999257,PrecisionOptics,2,1,25
2023-11-14 13:15:00,LS498,Light Source,component,OS001,1,29,502032,LaserTech,5,1,8
2023-12-06 09:30:00,MR499,Mirror Set,component,OS001,1,19,196465,ReflectCo,9,4,16
2024-04-11 07:45:00,MT500,High-Precision Motor,component,WS002,4,15,48595,MotorWorks,25,7,12
2024-06-02 15:00:00,SN501,Position Sensor,component,WS002,1,9,19642,SensorTech,33,11,6
2023-08-31 14:30:00,CP502,Industrial Computer,component,CS003,1,19,97186,CompTech,5,2,3
2023-11-11 10:00:00,SW503,Control Software Package,component,CS003,1,4,518305,SoftwareSolutions,11,5,1
2024-03-23 09:15:00,LM504,Advanced Lithography Machine,final_product,,1,182,15727863,OurCompany,4,1,0
2024-01-29 14:30:00,OS505,Optical System,subsystem,LM000,1,94,4850546,OpticsCorp,2,1,43
2024-02-04 11:45:00,WS506,Wafer Stage,subsystem,LM000,1,64,1946162,MotionTech,3,2,33
2024-02-28 08:00:00,CS507,Control System,subsystem,LM000,1,47,998573,ControlSolutions,4,1,24
2023-12-16 16:20:00,FR508,Frame,component,LM000,1,27,486844,StructureCo,9,3,13
2024-05-07 10:00:00,LN509,Lens Assembly,component,OS001,1,41,1008404,PrecisionOptics,1,1,24
2024-02-21 13:15:00,LS510,Light Source,component,OS001,1,30,493296,LaserTech,4,2,7
2023-12-12 09:30:00,MR511,Mirror Set,component,OS001,1,20,198483,ReflectCo,11,3,15
2024-02-25 07:45:00,MT512,High-Precision Motor,component,WS002,4,15,48293,MotorWorks,14,8,12
2024-05-10 15:00:00,SN513,Position Sensor,component,WS002,2,10,20434,SensorTech,34,12,6
2024-02-19 14:30:00,CP514,Industrial Computer,component,CS003,1,21,96884,CompTech,8,3,4
2023-08-07 10:00:00,SW515,Control Software Package,component,CS003,1,5,476687,SoftwareSolutions,7,4,2
2023-10-09 09:15:00,LM516,Advanced Lithography Machine,final_product,,1,190,14984564,OurCompany,5,1,0
2024-04-14 14:30:00,OS517,Optical System,subsystem,LM000,1,95,4893392,OpticsCorp,2,1,45
2024-06-24 11:45:00,WS518,Wafer Stage,subsystem,LM000,1,57,2092324,MotionTech,3,1,34
2023-09-20 08:00:00,CS519,Control System,subsystem,LM000,1,48,989664,ControlSolutions,4,1,26
2024-02-09 16:20:00,FR520,Frame,component,LM000,1,30,513924,StructureCo,7,2,11
2024-06-08 10:00:00,LN521,Lens Assembly,component,OS001,1,42,1017619,PrecisionOptics,1,1,25
2023-12-13 13:15:00,LS522,Light Source,component,OS001,1,30,511402,LaserTech,3,1,7
2024-01-04 09:30:00,MR523,Mirror Set,component,OS001,1,19,196194,ReflectCo,7,4,17
2024-04-13 07:45:00,MT524,High-Precision Motor,component,WS002,3,16,50067,MotorWorks,21,8,12
2024-07-17 15:00:00,SN525,Position Sensor,component,WS002,2,10,19604,SensorTech,34,12,6
2024-02-10 14:30:00,CP526,Industrial Computer,component,CS003,1,19,100033,CompTech,6,3,3
2024-05-04 10:00:00,SW527,Control Software Package,component,CS003,1,4,482267,SoftwareSolutions,10,4,2
2024-06-05 09:15:00,LM528,Advanced Lithography Machine,final_product,,1,195,15145927,OurCompany,3,1,0
2023-10-19 14:30:00,OS529,Optical System,subsystem,LM000,1,86,5134810,OpticsCorp,2,1,51
2023-09-13 11:45:00,WS530,Wafer Stage,subsystem,LM000,1,62,2022732,MotionTech,5,2,36
2024-01-23 08:00:00,CS531,Control System,subsystem,LM000,1,41,1038488,ControlSolutions,4,2,23
2023-09-09 16:20:00,FR532,Frame,component,LM000,1,31,520549,StructureCo,6,3,11
2023-11-19 10:00:00,LN533,Lens Assembly,component,OS001,1,49,968341,PrecisionOptics,2,1,22
2023-09-22 13:15:00,LS534,Light Source,component,OS001,1,31,492533,LaserTech,4,1,7
2024-06-04 09:30:00,MR535,Mirror Set,component,OS001,2,19,202323,ReflectCo,11,3,17
2024-02-29 07:45:00,MT536,High-Precision Motor,component,WS002,3,15,48702,MotorWorks,23,8,12
2023-08-18 15:00:00,SN537,Position Sensor,component,WS002,1,10,20059,SensorTech,21,11,5
2023-12-01 14:30:00,CP538,Industrial Computer,component,CS003,1,21,96952,CompTech,6,2,3
2023-10-04 10:00:00,SW539,Control Software Package,component,CS003,1,4,480556,SoftwareSolutions,7,4,1
2024-06-25 09:15:00,LM540,Advanced Lithography Machine,final_product,,1,185,15543541,OurCompany,4,1,0
2023-10-19 14:30:00,OS541,Optical System,subsystem,LM000,1,94,4910625,OpticsCorp,3,1,49
2023-08-30 11:45:00,WS542,Wafer Stage,subsystem,LM000,1,54,1991756,MotionTech,3,2,33
2023-11-15 08:00:00,CS543,Control System,subsystem,LM000,1,44,953734,ControlSolutions,4,1,26
2023-10-29 16:20:00,FR544,Frame,component,LM000,1,32,512060,StructureCo,10,3,12
